"X","Rank","PreviousRank","Gross","Change","Theaters","PerTheater","TotalGross","Days","Title","Studio","date","Lifetime.Gross"
"211",210,"1",2,6.43941,"+79%","3,532",1823,308.228208,25,"The Lord of the Rings: The Return of the King","New Line","2004-01-10",NA
"212",211,"1",1,4.092728,"-36%","3,532",1159,312.320936,26,"The Lord of the Rings: The Return of the King","New Line","2004-01-11",NA
"213",212,"1",1,1.177,"-71%","3,532",333,313.497,27,"The Lord of the Rings: The Return of the King","New Line","2004-01-12",NA
"214",213,"1",1,1.218,"+3%","3,532",345,314.716,28,"The Lord of the Rings: The Return of the King","New Line","2004-01-13",NA
"215",214,"1",1,1.057,"-13%","3,532",299,315.773,29,"The Lord of the Rings: The Return of the King","New Line","2004-01-14",NA
"216",215,"1",1,1.036,"-2%","3,532",293,316.593,30,"The Lord of the Rings: The Return of the King","New Line","2004-01-15",NA
"217",216,"4",1,2.376259,"+129%","3,003",791,318.968891,31,"The Lord of the Rings: The Return of the King","New Line","2004-01-16",NA
"218",217,"1",NA,38.268295," ","3,855",9927,38.268295,1,"Harry Potter and the Prisoner of Azkaban","Warner Bros.","2004-06-04",249541069
"219",218,"1",1,31.493867,"-18%","3,855",8170,69.762162,2,"Harry Potter and the Prisoner of Azkaban","Warner Bros.","2004-06-05",249541069
"220",219,"1",1,23.925205,"-24%","3,855",6206,93.687367,3,"Harry Potter and the Prisoner of Azkaban","Warner Bros.","2004-06-06",249541069
"221",220,"1",1,8.428,"-65%","3,855",2186,102.116,4,"Harry Potter and the Prisoner of Azkaban","Warner Bros.","2004-06-07",249541069
"222",221,"1",1,7.247,"-14%","3,855",1880,109.363,5,"Harry Potter and the Prisoner of Azkaban","Warner Bros.","2004-06-08",249541069
"223",222,"1",1,6.878,"-5%","3,855",1784,116.242,6,"Harry Potter and the Prisoner of Azkaban","Warner Bros.","2004-06-09",249541069
"224",223,"1",1,6.823,"-1%","3,855",1770,123.065,7,"Harry Potter and the Prisoner of Azkaban","Warner Bros.","2004-06-10",249541069
"225",224,"1",1,11,"+61%","3,855",2853,134.1,8,"Harry Potter and the Prisoner of Azkaban","Warner Bros.","2004-06-11",249541069
"226",225,"1",1,13.541888,"+23%","3,855",3513,147.946953,9,"Harry Potter and the Prisoner of Azkaban","Warner Bros.","2004-06-12",249541069
"227",226,"1",1,10.028089,"-26%","3,855",2601,157.975042,10,"Harry Potter and the Prisoner of Azkaban","Warner Bros.","2004-06-13",249541069
"228",227,"1",1,3.988,"-60%","3,855",1035,161.963,11,"Harry Potter and the Prisoner of Azkaban","Warner Bros.","2004-06-14",249541069
"229",228,"1",1,3.742,"-6%","3,855",971,165.706,12,"Harry Potter and the Prisoner of Azkaban","Warner Bros.","2004-06-15",249541069
"230",229,"1",1,3.623,"-3%","3,855",940,169.329,13,"Harry Potter and the Prisoner of Azkaban","Warner Bros.","2004-06-16",249541069
"231",230,"1",1,3.568,"-2%","3,855",926,172.898,14,"Harry Potter and the Prisoner of Azkaban","Warner Bros.","2004-06-17",249541069
"232",231,"3",1,5.3,"+49%","3,805",1393,178.2,15,"Harry Potter and the Prisoner of Azkaban","Warner Bros.","2004-06-18",249541069
"233",232,"3",3,7.109213,"+34%","3,805",1868,185.308202,16,"Harry Potter and the Prisoner of Azkaban","Warner Bros.","2004-06-19",249541069
"234",233,"2",3,5.617051,"-21%","3,805",1476,190.925253,17,"Harry Potter and the Prisoner of Azkaban","Warner Bros.","2004-06-20",249541069
"235",234,"2",2,2.365,"-58%","3,805",622,193.291,18,"Harry Potter and the Prisoner of Azkaban","Warner Bros.","2004-06-21",249541069
"236",235,"2",2,2.606,"+10%","3,805",685,195.897,19,"Harry Potter and the Prisoner of Azkaban","Warner Bros.","2004-06-22",249541069
"237",236,"3",2,2.155,"-17%","3,805",566,198.052,20,"Harry Potter and the Prisoner of Azkaban","Warner Bros.","2004-06-23",249541069
"238",237,"3",3,2.238,"+4%","3,805",588,200.29,21,"Harry Potter and the Prisoner of Azkaban","Warner Bros.","2004-06-24",249541069
"239",238,"6",3,3.4,"+52%","3,404",999,203.7,22,"Harry Potter and the Prisoner of Azkaban","Warner Bros.","2004-06-25",249541069
"240",239,"6",6,4.468178,"+31%","3,404",1313,208.167392,23,"Harry Potter and the Prisoner of Azkaban","Warner Bros.","2004-06-26",249541069
"241",240,"6",6,3.370156,"-25%","3,404",990,211.537548,24,"Harry Potter and the Prisoner of Azkaban","Warner Bros.","2004-06-27",249541069
"242",241,"5",6,1.576,"-53%","3,404",463,213.114,25,"Harry Potter and the Prisoner of Azkaban","Warner Bros.","2004-06-28",249541069
"243",242,"5",5,1.559,"-1%","3,404",458,214.673,26,"Harry Potter and the Prisoner of Azkaban","Warner Bros.","2004-06-29",249541069
"244",243,"7",5,1.204,"-23%","3,004",401,215.877,27,"Harry Potter and the Prisoner of Azkaban","Warner Bros.","2004-06-30",249541069
"245",244,"8",7,1.301,"+8%","3,004",433,217.179,28,"Harry Potter and the Prisoner of Azkaban","Warner Bros.","2004-07-01",249541069
"246",245,"8",8,1.9163,"+47%","2,725",703,219.0953,29,"Harry Potter and the Prisoner of Azkaban","Warner Bros.","2004-07-02",249541069
"247",246,"7",8,2.307366,"+20%","2,725",847,221.402666,30,"Harry Potter and the Prisoner of Azkaban","Warner Bros.","2004-07-03",249541069
"248",247,"7",7,1.714808,"-26%","2,725",629,223.117013,31,"Harry Potter and the Prisoner of Azkaban","Warner Bros.","2004-07-04",249541069
"249",248,"1",NA,18.4," ","3,162",5819,18.4,1,"The Bourne Supremacy","Universal","2004-07-23",176241941
"250",249,"1",1,19.542565,"+6%","3,165",6175,37.97869,2,"The Bourne Supremacy","Universal","2004-07-24",176241941
"251",250,"1",1,14.543175,"-26%","3,165",4595,52.521865,3,"The Bourne Supremacy","Universal","2004-07-25",176241941
"252",251,"1",1,6.472,"-55%","3,165",2045,58.994,4,"The Bourne Supremacy","Universal","2004-07-26",176241941
"253",252,"1",1,6.045,"-7%","3,165",1910,65.039,5,"The Bourne Supremacy","Universal","2004-07-27",176241941
"254",253,"1",1,5.208,"-14%","3,165",1645,70.247,6,"The Bourne Supremacy","Universal","2004-07-28",176241941
"255",254,"1",1,4.415,"-15%","3,165",1395,74.662,7,"The Bourne Supremacy","Universal","2004-07-29",176241941
"256",255,"2",1,7.5,"+70%","3,180",2358,82.2,8,"The Bourne Supremacy","Universal","2004-07-30",176241941
"257",256,"2",2,9.55599,"+27%","3,180",3005,91.643425,9,"The Bourne Supremacy","Universal","2004-07-31",176241941
"258",257,"2",2,7.18665,"-25%","3,180",2260,98.830075,10,"The Bourne Supremacy","Universal","2004-08-01",176241941
"259",258,"2",2,3.147,"-56%","3,180",990,101.977,11,"The Bourne Supremacy","Universal","2004-08-02",176241941
"260",259,"2",2,2.894,"-8%","3,180",910,104.871,12,"The Bourne Supremacy","Universal","2004-08-03",176241941
"261",260,"2",2,2.687,"-7%","3,180",845,107.558,13,"The Bourne Supremacy","Universal","2004-08-04",176241941
"262",261,"2",2,2.656,"-1%","3,180",835,110.214,14,"The Bourne Supremacy","Universal","2004-08-05",176241941
"263",262,"3",2,4.2,"+58%","3,302",1272,114.4,15,"The Bourne Supremacy","Universal","2004-08-06",176241941
"264",263,"3",3,5.947195,"+42%","3,304",1800,120.571555,16,"The Bourne Supremacy","Universal","2004-08-07",176241941
"265",264,"3",3,4.03088,"-32%","3,304",1220,124.602435,17,"The Bourne Supremacy","Universal","2004-08-08",176241941
"266",265,"3",3,1.652,"-59%","3,304",500,126.255,18,"The Bourne Supremacy","Universal","2004-08-09",176241941
"267",266,"3",3,1.768,"+7%","3,304",535,128.023,19,"The Bourne Supremacy","Universal","2004-08-10",176241941
"268",267,"4",3,1.569,"-11%","3,203",490,129.592,20,"The Bourne Supremacy","Universal","2004-08-11",176241941
"269",268,"4",4,1.505,"-4%","3,203",470,131.097,21,"The Bourne Supremacy","Universal","2004-08-12",176241941
"270",269,"5",4,2.5,"+66%","2,976",840,133.597,22,"The Bourne Supremacy","Universal","2004-08-13",176241941
"271",270,"4",5,3.556255,"+42%","2,976",1195,137.213005,23,"The Bourne Supremacy","Universal","2004-08-14",176241941
"272",271,"4",4,2.48496,"-30%","2,976",835,139.697965,24,"The Bourne Supremacy","Universal","2004-08-15",176241941
"273",272,"4",4,1.07,"-57%","2,976",360,140.768,25,"The Bourne Supremacy","Universal","2004-08-16",176241941
"274",273,"4",4,1.101,"+3%","2,976",370,141.869,26,"The Bourne Supremacy","Universal","2004-08-17",176241941
"275",274,"4",4,1.013,"-8%","2,976",340,142.883,27,"The Bourne Supremacy","Universal","2004-08-18",176241941
"276",275,"4",4,1.042,"+3%","2,976",350,143.924,28,"The Bourne Supremacy","Universal","2004-08-19",176241941
"277",276,"7",4,1.9,"+82%","2,532",750,145.8,29,"The Bourne Supremacy","Universal","2004-08-20",176241941
"278",277,"7",7,2.88648,"+52%","2,532",1140,148.72238,30,"The Bourne Supremacy","Universal","2004-08-21",176241941
"279",278,"7",7,1.671135,"-42%","2,532",660,150.393515,31,"The Bourne Supremacy","Universal","2004-08-22",176241941
"280",279,"1",NA,15.068368," ","3,718",4053,15.068368,1,"Batman Begins","Warner Bros.","2005-06-15",206852432
"281",280,"1",1,9.083178,"-40%","3,718",2443,24.151546,2,"Batman Begins","Warner Bros.","2005-06-16",206852432
"282",281,"1",1,15.072242,"+66%","3,858",3907,39.223788,3,"Batman Begins","Warner Bros.","2005-06-17",206852432
"283",282,"1",1,18.017047,"+20%","3,858",4670,57.240835,4,"Batman Begins","Warner Bros.","2005-06-18",206852432
"284",283,"1",1,15.656151,"-13%","3,858",4058,72.896986,5,"Batman Begins","Warner Bros.","2005-06-19",206852432
"285",284,"1",1,6.627412,"-58%","3,858",1718,79.524398,6,"Batman Begins","Warner Bros.","2005-06-20",206852432
"286",285,"1",1,5.404419,"-18%","3,858",1401,84.928817,7,"Batman Begins","Warner Bros.","2005-06-21",206852432
"287",286,"1",1,5.518167,"+2%","3,858",1430,90.446984,8,"Batman Begins","Warner Bros.","2005-06-22",206852432
"288",287,"1",1,4.47544,"-19%","3,858",1160,94.922424,9,"Batman Begins","Warner Bros.","2005-06-23",206852432
"289",288,"1",1,8.269743,"+85%","3,858",2144,103.192167,10,"Batman Begins","Warner Bros.","2005-06-24",206852432
"290",289,"1",1,10.66433,"+29%","3,858",2764,113.856497,11,"Batman Begins","Warner Bros.","2005-06-25",206852432
"291",290,"1",1,8.655316,"-19%","3,858",2243,122.511813,12,"Batman Begins","Warner Bros.","2005-06-26",206852432
"292",291,"1",1,4.010038,"-54%","3,858",1039,126.521851,13,"Batman Begins","Warner Bros.","2005-06-27",206852432
"293",292,"1",1,3.727338,"-7%","3,858",966,130.249189,14,"Batman Begins","Warner Bros.","2005-06-28",206852432
"294",293,"2",1,2.574479,"-31%","3,858",667,132.823668,15,"Batman Begins","Warner Bros.","2005-06-29",206852432
"295",294,"2",2,2.637269,"+2%","3,858",684,135.460937,16,"Batman Begins","Warner Bros.","2005-06-30",206852432
"296",295,"2",2,4.57419,"+73%","3,765",1215,140.035127,17,"Batman Begins","Warner Bros.","2005-07-01",206852432
"297",296,"2",2,5.675913,"+24%","3,765",1508,145.71104,18,"Batman Begins","Warner Bros.","2005-07-02",206852432
"298",297,"2",2,5.359535,"-6%","3,765",1424,151.070575,19,"Batman Begins","Warner Bros.","2005-07-03",206852432
"299",298,"2",2,3.729794,"-30%","3,765",991,154.800369,20,"Batman Begins","Warner Bros.","2005-07-04",206852432
"300",299,"2",2,2.535317,"-32%","3,765",673,157.335686,21,"Batman Begins","Warner Bros.","2005-07-05",206852432
"301",300,"2",2,2.345292,"-7%","3,765",623,159.680978,22,"Batman Begins","Warner Bros.","2005-07-06",206852432
"302",301,"2",2,2.208355,"-6%","3,765",587,161.889333,23,"Batman Begins","Warner Bros.","2005-07-07",206852432
"303",302,"4",2,3.054836,"+38%","3,344",914,164.944169,24,"Batman Begins","Warner Bros.","2005-07-08",206852432
"304",303,"3",4,3.97111,"+30%","3,344",1188,168.915279,25,"Batman Begins","Warner Bros.","2005-07-09",206852432
"305",304,"3",3,2.986498,"-25%","3,344",893,171.901777,26,"Batman Begins","Warner Bros.","2005-07-10",206852432
"306",305,"3",3,1.315467,"-56%","3,344",393,173.217244,27,"Batman Begins","Warner Bros.","2005-07-11",206852432
"307",306,"3",3,1.308408,"-1%","3,344",391,174.525652,28,"Batman Begins","Warner Bros.","2005-07-12",206852432
"308",307,"3",3,1.313457,"n/c","3,344",393,175.839109,29,"Batman Begins","Warner Bros.","2005-07-13",206852432
"309",308,"3",3,1.266441,"-4%","3,344",379,177.10555,30,"Batman Begins","Warner Bros.","2005-07-14",206852432
"310",309,"5",3,1.745343,"+38%","2,810",621,178.850893,31,"Batman Begins","Warner Bros.","2005-07-15",206852432
"311",310,"1",NA,40.118363," ","3,858",10399,40.118363,1,"Harry Potter and the Goblet of Fire","Warner Bros.","2005-11-18",290013036
"312",311,"1",1,36.719135,"-8%","3,858",9518,76.837498,2,"Harry Potter and the Goblet of Fire","Warner Bros.","2005-11-19",290013036
"313",312,"1",1,25.848463,"-30%","3,858",6700,102.685961,3,"Harry Potter and the Goblet of Fire","Warner Bros.","2005-11-20",290013036
"314",313,"1",1,8.055221,"-69%","3,858",2088,110.741182,4,"Harry Potter and the Goblet of Fire","Warner Bros.","2005-11-21",290013036
"315",314,"1",1,9.002342,"+12%","3,858",2333,119.743524,5,"Harry Potter and the Goblet of Fire","Warner Bros.","2005-11-22",290013036
"316",315,"1",1,14.130383,"+57%","3,858",3663,133.873907,6,"Harry Potter and the Goblet of Fire","Warner Bros.","2005-11-23",290013036
"317",316,"1",1,12.409162,"-12%","3,858",3216,146.283069,7,"Harry Potter and the Goblet of Fire","Warner Bros.","2005-11-24",290013036
"318",317,"1",1,22.771302,"+84%","3,858",5902,169.054371,8,"Harry Potter and the Goblet of Fire","Warner Bros.","2005-11-25",290013036
"319",318,"1",1,20.204338,"-11%","3,858",5237,189.258709,9,"Harry Potter and the Goblet of Fire","Warner Bros.","2005-11-26",290013036
"320",319,"1",1,11.751498,"-42%","3,858",3046,201.010207,10,"Harry Potter and the Goblet of Fire","Warner Bros.","2005-11-27",290013036
"321",320,"1",1,2.441373,"-79%","3,858",633,203.45158,11,"Harry Potter and the Goblet of Fire","Warner Bros.","2005-11-28",290013036
"322",321,"1",1,2.145227,"-12%","3,858",556,205.596807,12,"Harry Potter and the Goblet of Fire","Warner Bros.","2005-11-29",290013036
"323",322,"1",1,1.947313,"-9%","3,858",505,207.54412,13,"Harry Potter and the Goblet of Fire","Warner Bros.","2005-11-30",290013036
"324",323,"1",1,1.84446,"-5%","3,858",478,209.38858,14,"Harry Potter and the Goblet of Fire","Warner Bros.","2005-12-01",290013036
"325",324,"1",1,5.371092,"+191%","3,858",1392,214.759672,15,"Harry Potter and the Goblet of Fire","Warner Bros.","2005-12-02",290013036
"326",325,"1",1,8.886217,"+65%","3,858",2303,223.645889,16,"Harry Potter and the Goblet of Fire","Warner Bros.","2005-12-03",290013036
"327",326,"1",1,5.620827,"-37%","3,858",1457,229.266716,17,"Harry Potter and the Goblet of Fire","Warner Bros.","2005-12-04",290013036
"328",327,"1",1,1.139298,"-80%","3,858",295,230.406014,18,"Harry Potter and the Goblet of Fire","Warner Bros.","2005-12-05",290013036
"329",328,"1",1,1.154199,"+1%","3,858",299,231.560213,19,"Harry Potter and the Goblet of Fire","Warner Bros.","2005-12-06",290013036
"330",329,"1",1,1.122444,"-3%","3,858",291,232.682657,20,"Harry Potter and the Goblet of Fire","Warner Bros.","2005-12-07",290013036
"331",330,"1",1,1.121205,"n/c","3,858",291,233.803862,21,"Harry Potter and the Goblet of Fire","Warner Bros.","2005-12-08",290013036
"332",331,"3",1,2.701519,"+141%","3,728",725,236.505381,22,"Harry Potter and the Goblet of Fire","Warner Bros.","2005-12-09",290013036
"333",332,"3",3,4.576586,"+69%","3,728",1228,241.081967,23,"Harry Potter and the Goblet of Fire","Warner Bros.","2005-12-10",290013036
"334",333,"2",3,2.987338,"-35%","3,728",801,244.069305,24,"Harry Potter and the Goblet of Fire","Warner Bros.","2005-12-11",290013036
"335",334,"3",2,0.694451,"-77%","3,728",186,244.763756,25,"Harry Potter and the Goblet of Fire","Warner Bros.","2005-12-12",290013036
"336",335,"3",3,0.70538,"+2%","3,728",189,245.469136,26,"Harry Potter and the Goblet of Fire","Warner Bros.","2005-12-13",290013036
"337",336,"4",3,0.595298,"-16%","3,728",160,246.064434,27,"Harry Potter and the Goblet of Fire","Warner Bros.","2005-12-14",290013036
"338",337,"4",4,0.585,"-2%","3,728",157,246.645807,28,"Harry Potter and the Goblet of Fire","Warner Bros.","2005-12-15",290013036
"339",338,"5",4,1.497212,"+156%","3,185",470,248.143019,29,"Harry Potter and the Goblet of Fire","Warner Bros.","2005-12-16",290013036
"340",339,"4",5,2.51836,"+68%","3,185",791,250.661379,30,"Harry Potter and the Goblet of Fire","Warner Bros.","2005-12-17",290013036
"341",340,"4",4,1.93688,"-23%","3,185",608,252.598259,31,"Harry Potter and the Goblet of Fire","Warner Bros.","2005-12-18",290013036
"342",341,"1",1,27.851016,"+216%","4,011",6944,36.652041,1,"Transformers","Paramount Pictures","2007-07-03",319246193
"343",342,"1",1,29.073898,"+4%","4,011",7249,65.725939,2,"Transformers","Paramount Pictures","2007-07-04",319246193
"344",343,"1",1,19.177089,"-34%","4,011",4781,84.903028,3,"Transformers","Paramount Pictures","2007-07-05",319246193
"345",344,"1",1,22.65642,"+18%","4,011",5649,107.559448,4,"Transformers","Paramount Pictures","2007-07-06",319246193
"346",345,"1",1,25.701839,"+13%","4,011",6408,133.261287,5,"Transformers","Paramount Pictures","2007-07-07",319246193
"347",346,"1",1,22.144125,"-14%","4,011",5521,155.405412,6,"Transformers","Paramount Pictures","2007-07-08",319246193
"348",347,"1",1,9.92764,"-55%","4,011",2475,165.333052,7,"Transformers","Paramount Pictures","2007-07-09",319246193
"349",348,"1",1,8.253776,"-17%","4,011",2058,173.586828,8,"Transformers","Paramount Pictures","2007-07-10",319246193
"350",349,"1",NA,44.232338," ","4,181",10579,44.232338,1,"Harry Potter and the Order of the Phoenix","Warner Bros.","2007-07-11",292004738
"351",350,"2",1,7.003058,"-15%","4,011",1746,180.589886,9,"Transformers","Paramount Pictures","2007-07-11",319246193
"352",351,"1",1,18.374405,"-58%","4,181",4395,62.606743,2,"Harry Potter and the Order of the Phoenix","Warner Bros.","2007-07-12",292004738
"353",352,"2",2,6.391796,"-9%","4,011",1594,186.981682,10,"Transformers","Paramount Pictures","2007-07-12",319246193
"354",353,"1",1,25.841985,"+41%","4,285",6031,88.448728,3,"Harry Potter and the Order of the Phoenix","Warner Bros.","2007-07-13",292004738
"355",354,"2",2,10.831926,"+69%","4,050",2675,197.813608,11,"Transformers","Paramount Pictures","2007-07-13",319246193
"356",355,"2",2,14.495075,"+34%","4,050",3579,212.308683,12,"Transformers","Paramount Pictures","2007-07-14",319246193
"357",356,"1",1,28.310875,"+10%","4,285",6607,116.759603,4,"Harry Potter and the Order of the Phoenix","Warner Bros.","2007-07-14",292004738
"358",357,"1",1,22.955554,"-19%","4,285",5357,139.715157,5,"Harry Potter and the Order of the Phoenix","Warner Bros.","2007-07-15",292004738
"359",358,"2",2,11.7009,"-19%","4,050",2889,224.009583,13,"Transformers","Paramount Pictures","2007-07-15",319246193
"360",359,"1",1,10.41548,"-55%","4,285",2431,150.130637,6,"Harry Potter and the Order of the Phoenix","Warner Bros.","2007-07-16",292004738
